ID,Class
100652-3-0-3.wav,dog_bark
101415-3-0-3.wav,dog_bark
101848-9-0-3.wav,street_music
101848-9-0-8.wav,street_music
102106-3-0-0.wav,dog_bark
102842-3-1-6.wav,dog_bark
102857-5-0-10.wav,engine_idling
102857-5-0-19.wav,engine_idling
102857-5-0-27.wav,engine_idling
102857-5-0-4.wav,engine_idling
102871-8-0-15.wav,siren
103199-4-2-2.wav,drilling
103199-4-2-4.wav,drilling
103199-4-4-0.wav,drilling
103249-5-0-10.wav,engine_idling
103249-5-0-13.wav,engine_idling
103249-5-0-17.wav,engine_idling
103249-5-0-5.wav,engine_idling
103249-5-0-6.wav,engine_idling
103258-5-0-19.wav,engine_idling
103357-4-0-1.wav,drilling
104625-4-0-21.wav,drilling
104817-4-0-5.wav,drilling
105088-3-0-11.wav,dog_bark
105088-3-0-8.wav,dog_bark
105289-8-0-1.wav,siren
105289-8-2-5.wav,siren
105319-3-0-22.wav,dog_bark
106014-5-0-0.wav,engine_idling
106015-5-0-11.wav,engine_idling
106015-5-0-15.wav,engine_idling
106015-5-0-16.wav,engine_idling
106487-5-0-0.wav,engine_idling
106487-5-0-1.wav,engine_idling
106487-5-0-2.wav,engine_idling
106905-8-0-3.wav,siren
107228-5-0-2.wav,engine_idling
107228-5-0-6.wav,engine_idling
107357-8-1-13.wav,siren
107357-8-1-2.wav,siren
107357-8-1-6.wav,siren
107357-8-1-9.wav,siren
107842-4-0-0.wav,drilling
107842-4-3-0.wav,drilling
108041-9-0-11.wav,street_music
108357-9-0-15.wav,street_music
109263-9-0-54.wav,street_music
109263-9-0-61.wav,street_music
109711-3-1-0.wav,dog_bark
110688-3-0-32.wav,dog_bark
110868-9-0-13.wav,street_music
111386-5-0-1.wav,engine_idling
111386-5-0-6.wav,engine_idling
111386-5-1-1.wav,engine_idling
111386-5-1-13.wav,engine_idling
112075-5-0-0.wav,drilling
112075-5-0-1.wav,engine_idling
113201-5-0-5.wav,engine_idling
113201-5-0-6.wav,engine_idling
113202-5-0-0.wav,engine_idling
113202-5-0-28.wav,engine_idling
113203-5-0-1.wav,engine_idling
113203-5-0-2.wav,engine_idling
113203-5-4-0.wav,engine_idling
113205-5-1-0.wav,engine_idling
113205-5-1-2.wav,engine_idling
113216-5-0-3.wav,engine_idling
113216-5-0-4.wav,engine_idling
113601-9-0-22.wav,street_music
114587-3-0-2.wav,dog_bark
115239-9-0-3.wav,street_music
115241-9-0-14.wav,street_music
115242-9-0-14.wav,street_music
115243-9-0-4.wav,street_music
115243-9-0-81.wav,street_music
115243-9-0-94.wav,street_music
115415-9-0-6.wav,street_music
115537-3-0-0.wav,dog_bark
116400-3-1-0.wav,dog_bark
116484-3-0-8.wav,dog_bark
116485-3-2-4.wav,dog_bark
117072-3-0-14.wav,dog_bark
117072-3-0-19.wav,engine_idling
117181-8-0-10.wav,street_music
117181-8-0-12.wav,siren
117271-3-0-2.wav,dog_bark
117889-9-0-20.wav,street_music
118278-4-0-7.wav,drilling
118279-8-0-10.wav,siren
118279-8-0-2.wav,siren
118279-8-0-6.wav,siren
118279-8-0-9.wav,siren
118558-5-0-1.wav,engine_idling
118558-5-1-1.wav,engine_idling
118558-5-2-1.wav,engine_idling
118961-3-0-0.wav,dog_bark
118962-3-0-0.wav,dog_bark
119455-5-0-5.wav,engine_idling
121888-3-0-0.wav,dog_bark
122199-3-1-1.wav,dog_bark
122738-9-0-12.wav,street_music
122738-9-0-9.wav,street_music
123688-8-0-10.wav,siren
123688-8-1-5.wav,siren
123688-8-2-1.wav,siren
124389-8-1-12.wav,siren
124389-8-1-7.wav,siren
124389-8-1-9.wav,siren
124489-9-0-16.wav,street_music
125523-3-0-11.wav,dog_bark
126153-9-0-0.wav,street_music
127443-4-0-0.wav,drilling
127443-4-0-6.wav,drilling
128030-3-0-0.wav,dog_bark
128152-9-0-167.wav,street_music
128160-5-0-15.wav,engine_idling
128240-3-0-42.wav,dog_bark
128470-3-0-5.wav,dog_bark
130961-4-0-0.wav,drilling
130961-4-1-4.wav,drilling
130961-4-2-1.wav,drilling
130961-4-5-3.wav,drilling
131428-9-1-19.wav,street_music
132016-9-0-20.wav,street_music
132162-9-1-3.wav,street_music
133473-8-0-0.wav,siren
135160-8-0-3.wav,siren
135160-8-0-4.wav,siren
135160-8-0-9.wav,siren
13577-3-0-0.wav,dog_bark
136558-9-1-10.wav,street_music
136558-9-1-21.wav,street_music
137156-9-0-28.wav,street_music
137803-3-0-1.wav,dog_bark
137815-4-0-1.wav,drilling
137815-4-0-10.wav,drilling
137815-4-0-9.wav,drilling
138017-9-1-4.wav,street_music
138473-9-0-12.wav,street_music
138473-9-0-35.wav,street_music
139000-4-0-1.wav,drilling
139665-9-0-8.wav,street_music
14114-4-0-0.wav,drilling
14114-4-0-2.wav,drilling
14114-4-0-3.wav,engine_idling
14386-9-0-20.wav,street_music
144007-5-0-0.wav,engine_idling
144007-5-0-13.wav,engine_idling
144007-5-0-21.wav,engine_idling
144007-5-0-7.wav,engine_idling
144007-5-0-9.wav,engine_idling
144007-5-1-3.wav,engine_idling
144007-5-1-8.wav,engine_idling
144007-5-1-9.wav,engine_idling
144028-3-1-1.wav,dog_bark
144068-5-0-15.wav,engine_idling
144068-5-0-6.wav,engine_idling
144068-5-3-0.wav,engine_idling
144068-5-4-1.wav,engine_idling
144068-5-4-8.wav,engine_idling
144068-5-5-0.wav,engine_idling
144351-4-0-1.wav,drilling
144351-4-3-11.wav,drilling
144351-4-3-14.wav,drilling
144351-4-3-15.wav,drilling
144351-4-3-2.wav,drilling
144351-4-3-3.wav,drilling
146186-5-0-12.wav,engine_idling
146186-5-0-13.wav,engine_idling
148632-8-0-18.wav,siren
149193-5-0-1.wav,engine_idling
149193-5-0-3.wav,engine_idling
149370-9-0-37.wav,street_music
149929-9-0-0.wav,street_music
150341-3-1-0.wav,dog_bark
152570-9-0-0.wav,street_music
152588-3-2-0.wav,dog_bark
152908-5-0-12.wav,engine_idling
152908-5-0-5.wav,engine_idling
154758-5-0-10.wav,engine_idling
154758-5-0-21.wav,engine_idling
154758-5-0-4.wav,engine_idling
155044-9-0-11.wav,street_music
155127-9-1-2.wav,street_music
155127-9-1-27.wav,street_music
155202-9-0-124.wav,street_music
155202-9-0-135.wav,street_music
155202-9-0-6.wav,street_music
155212-9-1-14.wav,street_music
155212-9-1-49.wav,street_music
155212-9-1-85.wav,street_music
155227-9-0-2.wav,street_music
155227-9-0-27.wav,street_music
155241-9-0-88.wav,street_music
155242-9-0-12.wav,street_music
155294-3-0-0.wav,dog_bark
155299-3-1-2.wav,siren
155314-3-0-5.wav,dog_bark
155317-3-0-0.wav,dog_bark
155320-3-0-0.wav,dog_bark
15544-5-0-10.wav,engine_idling
15544-5-0-5.wav,engine_idling
155488-3-2-0.wav,dog_bark
156358-5-0-2.wav,engine_idling
156358-5-0-3.wav,engine_idling
156362-4-3-1.wav,drilling
156362-4-3-5.wav,drilling
156362-4-3-8.wav,drilling
156634-5-0-0.wav,engine_idling
156634-5-0-4.wav,engine_idling
156634-5-1-0.wav,engine_idling
156634-5-2-4.wav,engine_idling
156634-5-2-6.wav,engine_idling
156868-8-3-0.wav,siren
156869-8-0-1.wav,siren
156869-8-0-3.wav,siren
156869-8-0-4.wav,siren
156869-8-0-9.wav,siren
157649-3-1-1.wav,dog_bark
157649-3-2-0.wav,dog_bark
157866-8-0-20.wav,siren
157866-8-0-24.wav,siren
157866-8-0-3.wav,siren
157866-8-0-7.wav,siren
157867-8-0-14.wav,siren
157867-8-0-15.wav,siren
157867-8-0-16.wav,siren
157867-8-0-19.wav,siren
157867-8-0-24.wav,siren
157867-8-0-26.wav,siren
157867-8-0-5.wav,siren
157867-8-0-8.wav,siren
157868-8-0-18.wav,siren
157868-8-0-5.wav,siren
157940-9-0-2.wav,street_music
158607-3-2-0.wav,dog_bark
158608-8-0-4.wav,dog_bark
158608-8-0-7.wav,siren
159176-3-0-0.wav,dog_bark
159738-8-0-16.wav,siren
159738-8-0-8.wav,siren
159742-8-0-12.wav,siren
159742-8-0-9.wav,siren
159744-8-0-0.wav,siren
159744-8-0-5.wav,siren
159744-8-0-7.wav,siren
159744-8-0-9.wav,siren
159745-8-1-5.wav,siren
159747-8-0-12.wav,siren
159747-8-0-2.wav,siren
159747-8-0-5.wav,siren
159748-8-2-2.wav,siren
159748-8-2-4.wav,siren
159750-8-0-0.wav,siren
159750-8-0-3.wav,siren
159750-8-0-6.wav,siren
159751-8-0-13.wav,siren
159751-8-0-5.wav,siren
159751-8-0-8.wav,siren
159752-8-0-4.wav,siren
159752-8-2-0.wav,siren
159753-8-0-2.wav,siren
159753-8-0-3.wav,siren
159753-8-0-5.wav,siren
160093-3-0-0.wav,dog_bark
160366-3-0-8.wav,dog_bark
161129-4-0-11.wav,drilling
161702-9-0-6.wav,street_music
164053-8-2-3.wav,siren
164312-3-1-0.wav,dog_bark
164312-3-3-0.wav,dog_bark
164344-9-0-0.wav,street_music
164344-9-0-26.wav,street_music
164344-9-0-44.wav,street_music
164782-8-0-2.wav,siren
164782-8-0-4.wav,dog_bark
164782-8-0-5.wav,siren
165166-8-0-3.wav,siren
165166-8-0-5.wav,siren
165192-9-0-5.wav,street_music
165567-3-2-0.wav,dog_bark
165645-4-2-0.wav,drilling
166268-3-0-0.wav,dog_bark
166489-3-0-1.wav,dog_bark
16692-5-0-3.wav,engine_idling
166931-4-2-0.wav,drilling
167701-4-12-0.wav,drilling
167701-4-4-0.wav,drilling
167701-4-5-0.wav,drilling
167701-4-6-2.wav,drilling
167701-4-7-0.wav,drilling
167702-4-4-0.wav,drilling
167702-4-7-0.wav,drilling
168037-4-2-0.wav,drilling
168037-4-3-0.wav,drilling
168713-9-0-33.wav,street_music
168713-9-0-46.wav,street_music
168846-5-1-10.wav,engine_idling
168846-5-1-11.wav,engine_idling
